CustomerID,source_run_generated_at,Recency,Frequency,Monetary,avg_basket_value,unique_products,DominantCountry,churn_probability,churn_prediction,churn_risk_tier,churn_label,segment,segment_churn_rate,anomaly_flag,anomaly_score,customer_value_tier,priority_rank,priority_score,recommended_action,action_reason,retention_offer_type,cross_sell_signal,next_best_offer
14787,2026-06-03T04:00:35+00:00,371,1,110.65,110.65,14,United Kingdom,0.8539160258237403,1,High,1,0,0.9003,False,,Low,1088,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
15642,2026-06-03T04:00:35+00:00,629,1,110.58,110.58,6,United Kingdom,0.9439882633522806,1,High,1,0,0.9003,False,,Low,1089,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
14806,2026-06-03T04:00:35+00:00,339,1,110.04,110.04,9,United Kingdom,0.8352660633697897,1,High,0,0,0.9003,False,,Low,1090,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
15851,2026-06-03T04:00:35+00:00,426,1,109.73,109.73,8,United Kingdom,0.8886740362967941,1,High,1,0,0.9003,False,,Low,1091,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
16664,2026-06-03T04:00:35+00:00,469,1,109.2,109.2,8,United Kingdom,0.918029054737363,1,High,1,0,0.9003,False,,Low,1092,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
17369,2026-06-03T04:00:35+00:00,355,1,108.8,108.8,1,United Kingdom,0.871232312403207,1,High,1,0,0.9003,False,,Low,1093,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
15924,2026-06-03T04:00:35+00:00,631,1,108.58,108.58,14,United Kingdom,0.9453160723913611,1,High,1,0,0.9003,False,,Low,1094,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
14943,2026-06-03T04:00:35+00:00,563,1,107.62,107.62,5,United Kingdom,0.9432874942796705,1,High,1,0,0.9003,False,,Low,1095,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
16301,2026-06-03T04:00:35+00:00,636,1,107.33,107.33,6,United Kingdom,0.958091435594316,1,High,1,0,0.9003,False,,Low,1096,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
14374,2026-06-03T04:00:35+00:00,441,1,107.0,107.0,7,United Kingdom,0.91184455521934,1,High,1,0,0.9003,False,,Low,1097,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
16082,2026-06-03T04:00:35+00:00,570,1,106.75,106.75,16,United Kingdom,0.9368430229666744,1,High,1,0,0.9003,False,,Low,1098,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
14637,2026-06-03T04:00:35+00:00,577,1,106.68,106.68,7,United Kingdom,0.9379689072762485,1,High,1,0,0.9003,False,,Low,1099,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
14435,2026-06-03T04:00:35+00:00,401,1,105.94,105.94,3,United Kingdom,0.8699130463769716,1,High,1,0,0.9003,False,,Low,1100,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
18103,2026-06-03T04:00:35+00:00,449,1,105.8,105.8,10,United Kingdom,0.9089949818192806,1,High,1,0,0.9003,False,,Low,1101,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
14579,2026-06-03T04:00:35+00:00,332,1,105.56,105.56,24,United Kingdom,0.8202502369714839,1,High,1,0,0.9003,False,,Low,1102,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
15340,2026-06-03T04:00:35+00:00,461,1,105.5,105.5,7,United Kingdom,0.9035423025688886,1,High,1,0,0.9003,False,,Low,1103,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
17328,2026-06-03T04:00:35+00:00,573,1,104.7,104.7,6,United Kingdom,0.9395046060570575,1,High,1,0,0.9003,False,,Low,1104,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
14908,2026-06-03T04:00:35+00:00,363,1,104.1,104.1,5,United Kingdom,0.8706186922102779,1,High,0,0,0.9003,False,,Low,1105,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
16375,2026-06-03T04:00:35+00:00,370,2,104.0,52.0,11,United Kingdom,0.8342622458268355,1,High,1,0,0.9003,False,,Low,1106,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
16896,2026-06-03T04:00:35+00:00,455,1,103.95,103.95,18,United Kingdom,0.906721667398743,1,High,1,0,0.9003,False,,Low,1107,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
17403,2026-06-03T04:00:35+00:00,350,1,103.95,103.95,13,United Kingdom,0.8386561498246504,1,High,0,0,0.9003,False,,Low,1108,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
13829,2026-06-03T04:00:35+00:00,321,1,102.0,102.0,1,United Kingdom,0.8907174967451258,1,High,1,0,0.9003,False,,Low,1109,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
15486,2026-06-03T04:00:35+00:00,427,1,102.0,102.0,1,United Kingdom,0.9172018395218572,1,High,1,0,0.9003,False,,Low,1110,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
16944,2026-06-03T04:00:35+00:00,509,1,101.36,101.36,7,United Kingdom,0.9309778766754492,1,High,1,0,0.9003,False,,Low,1111,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
12774,2026-06-03T04:00:35+00:00,435,1,98.65,98.65,6,Netherlands,0.923750337243697,1,High,1,0,0.9003,False,,Low,1112,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
17395,2026-06-03T04:00:35+00:00,408,1,97.5,97.5,3,United Kingdom,0.8945304791482522,1,High,1,0,0.9003,False,,Low,1113,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
18012,2026-06-03T04:00:35+00:00,623,1,96.3,96.3,13,United Kingdom,0.9479987980006954,1,High,1,0,0.9003,False,,Low,1114,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
13793,2026-06-03T04:00:35+00:00,546,1,96.0,96.0,7,United Kingdom,0.9356827347037413,1,High,1,0,0.9003,False,,Low,1115,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
14833,2026-06-03T04:00:35+00:00,398,1,94.8,94.8,7,United Kingdom,0.8808263797177154,1,High,1,0,0.9003,False,,Low,1116,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
14786,2026-06-03T04:00:35+00:00,450,1,94.56,94.56,7,United Kingdom,0.8945751520492502,1,High,1,0,0.9003,False,,Low,1117,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
15868,2026-06-03T04:00:35+00:00,483,1,94.53,94.53,4,United Kingdom,0.9212830073867107,1,High,1,0,0.9003,False,,Low,1118,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
14394,2026-06-03T04:00:35+00:00,464,1,93.8,93.8,6,United Kingdom,0.91035574704584,1,High,1,0,0.9003,False,,Low,1119,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
15305,2026-06-03T04:00:35+00:00,455,1,93.6,93.6,5,United Kingdom,0.9134130659312599,1,High,1,0,0.9003,False,,Low,1120,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
12992,2026-06-03T04:00:35+00:00,625,1,93.35,93.35,6,United Kingdom,0.960171590310928,1,High,1,0,0.9003,False,,Low,1121,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
15082,2026-06-03T04:00:35+00:00,568,1,93.35,93.35,6,United Kingdom,0.9440860660195406,1,High,1,0,0.9003,False,,Low,1122,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
16196,2026-06-03T04:00:35+00:00,388,1,93.3,93.3,4,United Kingdom,0.895393292938267,1,High,1,0,0.9003,False,,Low,1123,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
16831,2026-06-03T04:00:35+00:00,464,1,91.8,91.8,6,United Kingdom,0.9126399293428225,1,High,1,0,0.9003,False,,Low,1124,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
13083,2026-06-03T04:00:35+00:00,325,1,91.68,91.68,4,United Kingdom,0.8385448008323371,1,High,0,0,0.9003,False,,Low,1125,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
13392,2026-06-03T04:00:35+00:00,577,1,91.14,91.14,8,United Kingdom,0.9390341097035809,1,High,1,0,0.9003,False,,Low,1126,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
15686,2026-06-03T04:00:35+00:00,320,1,90.0,90.0,1,United Kingdom,0.8640325845993533,1,High,1,0,0.9003,False,,Low,1127,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
13222,2026-06-03T04:00:35+00:00,477,1,88.5,88.5,1,United Kingdom,0.9356900782117668,1,High,1,0,0.9003,False,,Low,1128,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
16564,2026-06-03T04:00:35+00:00,469,1,87.8,87.8,5,United Kingdom,0.9185160942585792,1,High,1,0,0.9003,False,,Low,1129,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
17606,2026-06-03T04:00:35+00:00,637,1,87.30000000000001,87.30000000000001,6,United Kingdom,0.958606314575358,1,High,1,0,0.9003,False,,Low,1130,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
13180,2026-06-03T04:00:35+00:00,507,1,86.10000000000001,86.10000000000001,4,United Kingdom,0.931902763402501,1,High,1,0,0.9003,False,,Low,1131,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
15094,2026-06-03T04:00:35+00:00,363,2,83.0,41.5,4,United Kingdom,0.8671374119842633,1,High,1,0,0.9003,False,,Low,1132,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
14347,2026-06-03T04:00:35+00:00,636,1,82.6,82.6,6,United Kingdom,0.9577912770881938,1,High,1,0,0.9003,False,,Low,1133,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
13469,2026-06-03T04:00:35+00:00,553,1,82.4,82.4,6,United Kingdom,0.9393062500193766,1,High,1,0,0.9003,False,,Low,1134,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
16028,2026-06-03T04:00:35+00:00,495,1,82.2,82.2,5,United Kingdom,0.9342954033720268,1,High,1,0,0.9003,False,,Low,1135,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
17805,2026-06-03T04:00:35+00:00,510,1,81.92,81.92,1,United Kingdom,0.9322487828026734,1,High,0,0,0.9003,False,,Low,1136,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
17008,2026-06-03T04:00:35+00:00,329,1,81.36,81.36,1,United Kingdom,0.8860995764753848,1,High,1,0,0.9003,False,,Low,1137,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
14717,2026-06-03T04:00:35+00:00,633,1,81.3,81.3,11,United Kingdom,0.9560289790854484,1,High,1,0,0.9003,False,,Low,1138,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
17336,2026-06-03T04:00:35+00:00,372,1,81.12,81.12,1,United Kingdom,0.8952906837736415,1,High,1,0,0.9003,False,,Low,1139,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
15833,2026-06-03T04:00:35+00:00,637,1,80.4,80.4,5,United Kingdom,0.9627190930071129,1,High,1,0,0.9003,False,,Low,1140,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
14007,2026-06-03T04:00:35+00:00,412,1,79.48,79.48,5,United Kingdom,0.9089905078545678,1,High,1,0,0.9003,False,,Low,1141,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
17192,2026-06-03T04:00:35+00:00,436,1,77.83,77.83,20,United Kingdom,0.8866975131883484,1,High,1,0,0.9003,False,,Low,1142,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
17944,2026-06-03T04:00:35+00:00,323,1,77.81,77.81,24,United Kingdom,0.8077245905955845,1,High,1,0,0.9003,False,,Low,1143,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
16867,2026-06-03T04:00:35+00:00,589,1,76.74000000000001,76.74000000000001,6,United Kingdom,0.947291340210053,1,High,1,0,0.9003,False,,Low,1144,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
15470,2026-06-03T04:00:35+00:00,475,1,76.38,76.38,4,United Kingdom,0.9032230770781368,1,High,1,0,0.9003,False,,Low,1145,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
14613,2026-06-03T04:00:35+00:00,580,1,76.32000000000001,76.32000000000001,1,United Kingdom,0.9535608266826004,1,High,1,0,0.9003,False,,Low,1146,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
13219,2026-06-03T04:00:35+00:00,518,1,76.23,76.23,11,United Kingdom,0.9379561601519085,1,High,1,0,0.9003,False,,Low,1147,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
17224,2026-06-03T04:00:35+00:00,401,1,75.86,75.86,8,United Kingdom,0.8798411179302424,1,High,1,0,0.9003,False,,Low,1148,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
13739,2026-06-03T04:00:35+00:00,427,1,75.3,75.3,3,United Kingdom,0.9163387430666001,1,High,0,0,0.9003,False,,Low,1149,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
16694,2026-06-03T04:00:35+00:00,623,1,73.30000000000001,73.30000000000001,3,United Kingdom,0.962630261353877,1,High,1,0,0.9003,False,,Low,1150,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
13105,2026-06-03T04:00:35+00:00,336,1,72.0,72.0,1,United Kingdom,0.8683251724159435,1,High,1,0,0.9003,False,,Low,1151,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
16459,2026-06-03T04:00:35+00:00,629,1,71.78999999999999,71.78999999999999,5,United Kingdom,0.9566574255103972,1,High,1,0,0.9003,False,,Low,1152,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
16970,2026-06-03T04:00:35+00:00,526,1,71.4,71.4,2,United Kingdom,0.9511882443943472,1,High,1,0,0.9003,False,,Low,1153,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
15564,2026-06-03T04:00:35+00:00,363,2,70.74000000000001,35.370000000000005,4,United Kingdom,0.8616500205467705,1,High,1,0,0.9003,False,,Low,1154,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
17249,2026-06-03T04:00:35+00:00,328,1,69.23,69.23,27,United Kingdom,0.8109844122901022,1,High,1,0,0.9003,False,,Low,1155,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
12861,2026-06-03T04:00:35+00:00,519,1,68.25,68.25,4,United Kingdom,0.9396780224433279,1,High,1,0,0.9003,False,,Low,1156,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
12568,2026-06-03T04:00:35+00:00,544,1,66.95,66.95,5,Germany,0.9235506608875146,1,High,1,0,0.9003,False,,Low,1157,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
13022,2026-06-03T04:00:35+00:00,329,1,65.25,65.25,5,Belgium,0.8935987267250072,1,High,1,0,0.9003,False,,Low,1158,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
17216,2026-06-03T04:00:35+00:00,454,1,65.05,65.05,13,United Kingdom,0.9104020742063871,1,High,1,0,0.9003,False,,Low,1159,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
16238,2026-06-03T04:00:35+00:00,322,1,63.66,63.66,6,United Kingdom,0.8388674471710273,1,High,1,0,0.9003,False,,Low,1160,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
14650,2026-06-03T04:00:35+00:00,489,1,62.5,62.5,4,United Kingdom,0.9337213483290467,1,High,1,0,0.9003,False,,Low,1161,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
13380,2026-06-03T04:00:35+00:00,332,1,62.4,62.4,3,United Kingdom,0.8663392997298051,1,High,1,0,0.9003,False,,Low,1162,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
13818,2026-06-03T04:00:35+00:00,329,1,61.28,61.28,5,United Kingdom,0.8530263958217603,1,High,1,0,0.9003,False,,Low,1163,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
15375,2026-06-03T04:00:35+00:00,590,1,60.96,60.96,6,United Kingdom,0.9454848642439599,1,High,1,0,0.9003,False,,Low,1164,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
15250,2026-06-03T04:00:35+00:00,540,1,60.0,60.0,3,United Kingdom,0.942780791217317,1,High,1,0,0.9003,False,,Low,1165,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
16061,2026-06-03T04:00:35+00:00,331,1,59.65,59.65,3,United Kingdom,0.8805586956857884,1,High,1,0,0.9003,False,,Low,1166,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
15371,2026-06-03T04:00:35+00:00,562,1,59.400000000000006,59.400000000000006,1,United Kingdom,0.961113342503855,1,High,1,0,0.9003,False,,Low,1167,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
14384,2026-06-03T04:00:35+00:00,400,1,58.5,58.5,3,United Kingdom,0.9041049344600484,1,High,1,0,0.9003,False,,Low,1168,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
18174,2026-06-03T04:00:35+00:00,503,1,58.5,58.5,1,United Kingdom,0.9436188344813646,1,High,1,0,0.9003,False,,Low,1169,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
13306,2026-06-03T04:00:35+00:00,330,1,56.15,56.15,4,United Kingdom,0.8541581530984982,1,High,1,0,0.9003,False,,Low,1170,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
15685,2026-06-03T04:00:35+00:00,350,1,55.98,55.98,17,United Kingdom,0.8521365269348217,1,High,1,0,0.9003,False,,Low,1171,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
12860,2026-06-03T04:00:35+00:00,593,1,55.47,55.47,16,United Kingdom,0.9473142495635796,1,High,1,0,0.9003,False,,Low,1172,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
17494,2026-06-03T04:00:35+00:00,401,1,54.7,54.7,3,United Kingdom,0.9065429973896629,1,High,1,0,0.9003,False,,Low,1173,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
12496,2026-06-03T04:00:35+00:00,520,2,54.09,27.045,10,Spain,0.9397813047018014,1,High,1,0,0.9003,False,,Low,1174,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
16605,2026-06-03T04:00:35+00:00,624,1,53.76,53.76,1,United Kingdom,0.9591418265924552,1,High,1,0,0.9003,False,,Low,1175,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
17599,2026-06-03T04:00:35+00:00,377,1,52.05,52.05,3,United Kingdom,0.9076955468739306,1,High,1,0,0.9003,False,,Low,1176,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
14743,2026-06-03T04:00:35+00:00,492,1,50.48,50.48,3,United Kingdom,0.9323266133540572,1,High,1,0,0.9003,False,,Low,1177,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
16530,2026-06-03T04:00:35+00:00,568,1,48.35,48.35,3,United Kingdom,0.956292788598368,1,High,1,0,0.9003,False,,Low,1178,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
13438,2026-06-03T04:00:35+00:00,447,1,46.5,46.5,1,United Kingdom,0.9388395579569135,1,High,1,0,0.9003,False,,Low,1179,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
15698,2026-06-03T04:00:35+00:00,524,1,46.2,46.2,2,United Kingdom,0.9404858243094243,1,High,1,0,0.9003,False,,Low,1180,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
15672,2026-06-03T04:00:35+00:00,625,1,45.3,45.3,3,United Kingdom,0.9682044723677137,1,High,1,0,0.9003,False,,Low,1181,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
15202,2026-06-03T04:00:35+00:00,320,3,44.85,14.949999999999998,1,United Kingdom,0.8783105121241833,1,High,1,0,0.9003,False,,Low,1182,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
15354,2026-06-03T04:00:35+00:00,503,3,44.85,14.949999999999998,1,United Kingdom,0.9424264525660013,1,High,1,0,0.9003,False,,Low,1183,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
17916,2026-06-03T04:00:35+00:00,528,2,43.87,21.935,15,United Kingdom,0.9086214141819225,1,High,1,0,0.9003,False,,Low,1184,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
12776,2026-06-03T04:00:35+00:00,567,1,42.45,42.45,4,Portugal,0.9611462142350528,1,High,1,0,0.9003,False,,Low,1185,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
13913,2026-06-03T04:00:35+00:00,406,1,41.22,41.22,3,United Kingdom,0.9199384740887475,1,High,1,0,0.9003,False,,Low,1186,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
13942,2026-06-03T04:00:35+00:00,434,1,40.96,40.96,1,United Kingdom,0.9106161582375036,1,High,1,0,0.9003,False,,Low,1187,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
16219,2026-06-03T04:00:35+00:00,400,1,40.8,40.8,1,United Kingdom,0.9097356157820837,1,High,1,0,0.9003,False,,Low,1188,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
14266,2026-06-03T04:00:35+00:00,328,1,40.56,40.56,1,United Kingdom,0.8896030422659184,1,High,1,0,0.9003,False,,Low,1189,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
15603,2026-06-03T04:00:35+00:00,548,1,40.0,40.0,2,United Kingdom,0.9509827724978117,1,High,0,0,0.9003,False,,Low,1190,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
17246,2026-06-03T04:00:35+00:00,446,2,38.92,19.46,6,United Kingdom,0.900277350219051,1,High,1,0,0.9003,False,,Low,1191,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
15455,2026-06-03T04:00:35+00:00,497,1,38.25,38.25,2,United Kingdom,0.954667735301906,1,High,1,0,0.9003,False,,Low,1192,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
15693,2026-06-03T04:00:35+00:00,559,1,37.5,37.5,1,United Kingdom,0.9566202341728165,1,High,1,0,0.9003,False,,Low,1193,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
14033,2026-06-03T04:00:35+00:00,455,1,37.12,37.12,1,United Kingdom,0.9183933935365345,1,High,1,0,0.9003,False,,Low,1194,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
14845,2026-06-03T04:00:35+00:00,499,1,37.12,37.12,1,United Kingdom,0.931985839154334,1,High,1,0,0.9003,False,,Low,1195,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
17352,2026-06-03T04:00:35+00:00,596,1,36.25,36.25,5,United Kingdom,0.9600065835026004,1,High,1,0,0.9003,False,,Low,1196,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
14993,2026-06-03T04:00:35+00:00,463,1,36.13,36.13,9,United Kingdom,0.9208217181201896,1,High,1,0,0.9003,False,,Low,1197,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
16417,2026-06-03T04:00:35+00:00,392,1,35.7,35.7,1,United Kingdom,0.9286345185768041,1,High,1,0,0.9003,False,,Low,1198,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
17533,2026-06-03T04:00:35+00:00,334,1,34.8,34.8,1,United Kingdom,0.8930415207612206,1,High,1,0,0.9003,False,,Low,1199,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
15871,2026-06-03T04:00:35+00:00,337,1,33.099999999999994,33.099999999999994,5,United Kingdom,0.897285882143285,1,High,1,0,0.9003,False,,Low,1200,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
16941,2026-06-03T04:00:35+00:00,511,1,33.0,33.0,2,United Kingdom,0.9500955221233238,1,High,1,0,0.9003,False,,Low,1201,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
14977,2026-06-03T04:00:35+00:00,625,1,32.129999999999995,32.129999999999995,4,United Kingdom,0.9653548386633853,1,High,1,0,0.9003,False,,Low,1202,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
17129,2026-06-03T04:00:35+00:00,420,1,31.85,31.85,2,United Kingdom,0.9342566818467765,1,High,1,0,0.9003,False,,Low,1203,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
14144,2026-06-03T04:00:35+00:00,386,1,30.6,30.6,1,United Kingdom,0.9211055966909166,1,High,1,0,0.9003,False,,Low,1204,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
16548,2026-06-03T04:00:35+00:00,499,1,30.15,30.15,6,United Kingdom,0.9453167279315637,1,High,1,0,0.9003,False,,Low,1205,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
15575,2026-06-03T04:00:35+00:00,519,1,30.1,30.1,3,United Kingdom,0.9539455944247428,1,High,1,0,0.9003,False,,Low,1206,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
12737,2026-06-03T04:00:35+00:00,398,2,29.9,14.95,2,France,0.9022003381726046,1,High,1,0,0.9003,False,,Low,1207,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
13776,2026-06-03T04:00:35+00:00,328,2,29.9,14.95,1,United Kingdom,0.9019626795692116,1,High,1,0,0.9003,False,,Low,1208,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
14190,2026-06-03T04:00:35+00:00,566,1,29.9,29.9,1,United Kingdom,0.9700558467461606,1,High,1,0,0.9003,False,,Low,1209,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
14308,2026-06-03T04:00:35+00:00,449,2,29.9,14.95,1,United Kingdom,0.9405126620909156,1,High,1,0,0.9003,False,,Low,1210,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
14802,2026-06-03T04:00:35+00:00,338,2,29.9,14.95,1,United Kingdom,0.9058489150379034,1,High,1,0,0.9003,False,,Low,1211,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
15760,2026-06-03T04:00:35+00:00,530,2,29.9,14.95,1,Norway,0.9683023033354677,1,High,1,0,0.9003,False,,Low,1212,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
16165,2026-06-03T04:00:35+00:00,405,1,29.9,29.9,1,United Kingdom,0.9403408844830909,1,High,1,0,0.9003,False,,Low,1213,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
17319,2026-06-03T04:00:35+00:00,569,1,29.1,29.1,3,United Kingdom,0.9587224019811761,1,High,1,0,0.9003,False,,Low,1214,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
16537,2026-06-03T04:00:35+00:00,541,1,25.51,25.51,3,United Kingdom,0.9440232119829496,1,High,1,0,0.9003,False,,Low,1215,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
15284,2026-06-03T04:00:35+00:00,400,1,24.75,24.75,1,United Kingdom,0.9336850608260885,1,High,1,0,0.9003,False,,Low,1216,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
16454,2026-06-03T04:00:35+00:00,506,2,24.05,12.025,2,United Kingdom,0.945847165893766,1,High,0,0,0.9003,False,,Low,1217,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
13112,2026-06-03T04:00:35+00:00,441,1,20.6,20.6,2,United Kingdom,0.9353058816186707,1,High,1,0,0.9003,False,,Low,1218,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
15999,2026-06-03T04:00:35+00:00,635,1,20.4,20.4,1,United Kingdom,0.9706567708925258,1,High,1,0,0.9003,False,,Low,1219,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
13163,2026-06-03T04:00:35+00:00,510,1,17.65,17.65,2,United Kingdom,0.9588561118171243,1,High,1,0,0.9003,False,,Low,1220,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
12404,2026-06-03T04:00:35+00:00,582,1,14.95,14.95,1,Finland,0.9809839899117072,1,High,1,0,0.9003,False,,Low,1221,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
12466,2026-06-03T04:00:35+00:00,582,1,14.95,14.95,1,France,0.9677872916896387,1,High,1,0,0.9003,False,,Low,1222,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
12555,2026-06-03T04:00:35+00:00,582,1,14.95,14.95,1,Spain,0.9809839899117072,1,High,1,0,0.9003,False,,Low,1223,80,Win-back campaign,"High churn risk, lower value",Light discount,No,
